Gender,Attendance,Hours_Studied,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Physical_Activity,Learning_Disabilities,Exam_Score,Tutoring_Sessions,Motivation_Level,Teacher_Quality
Female,83,14,Medium,Yes,7,90,3,No,65,0,Medium,Low
Female,74,24,Medium,Yes,6,78,3,No,70,3,Medium,High
Male,83,26,Low,No,7,70,4,Yes,65,2,High,High
Female,74,9,High,No,7,66,3,No,62,1,Low,High
Male,63,13,Medium,Yes,5,65,2,No,62,2,Medium,Medium
Female,100,8,Medium,Yes,8,92,3,No,70,1,Medium,High
Male,65,18,High,Yes,6,91,3,No,66,5,Medium,Medium
Female,63,24,Low,Yes,7,91,4,No,67,4,Low,Medium
Female,95,29,Low,No,9,64,3,No,72,1,Medium,High
Female,72,20,Low,Yes,7,90,3,No,66,0,Low,High
Female,86,30,Low,Yes,8,52,2,Yes,68,2,Medium,Medium
Male,73,12,Medium,No,5,60,4,No,62,1,Medium,Medium
Male,76,10,Medium,Yes,8,76,3,Yes,64,2,Medium,High
Female,70,20,Medium,No,8,70,5,No,65,0,Medium,Medium
Male,74,22,Low,Yes,6,56,3,No,66,4,Low,High
Female,76,20,Low,No,7,52,3,No,64,2,Medium,High
Male,89,8,High,Yes,7,81,3,No,67,4,Low,Medium
Female,80,19,Medium,Yes,7,66,4,No,69,4,Low,Medium
Male,98,12,Medium,Yes,8,51,5,No,68,0,Medium,Low
Male,62,24,Medium,No,6,72,4,No,64,2,High,Low
Female,80,22,Medium,Yes,7,65,2,No,68,2,Medium,Medium
Male,83,14,Low,Yes,9,79,3,No,64,1,Medium,Low
Male,97,17,High,No,9,96,1,No,71,0,High,Medium
Male,62,14,High,Yes,8,65,2,No,61,3,Low,Medium
Male,83,20,Medium,No,7,100,3,No,68,4,Medium,Medium
Male,94,26,Medium,Yes,10,54,5,No,73,2,Low,Medium
Male,70,14,Medium,Yes,9,54,1,No,64,3,Medium,Medium
Male,95,23,Medium,Yes,7,86,4,Yes,72,3,Medium,Medium
Male,61,17,Medium,Yes,7,87,3,No,65,5,High,Medium
Female,89,15,Medium,Yes,6,71,4,No,68,1,Medium,High
Male,97,19,Low,Yes,8,64,3,No,71,2,Medium,High
Male,86,14,Low,Yes,8,90,3,Yes,65,3,Medium,Medium
Male,78,17,Medium,No,8,98,2,No,66,2,Low,Medium
Female,62,13,High,No,7,99,1,No,63,4,Medium,Low
Male,97,32,High,No,5,82,3,No,74,1,Medium,Medium
Female,79,20,Low,Yes,7,87,4,Yes,66,2,Low,High
Male,61,16,Low,No,8,91,3,No,63,2,High,High
Male,88,21,Medium,Yes,6,90,4,No,72,2,High,Medium
Female,79,19,High,No,7,100,2,No,69,1,Low,High
Male,65,19,High,Yes,9,91,4,No,67,1,Medium,High
Male,69,24,High,No,5,83,3,No,66,3,Low,Medium
Female,63,25,Medium,No,7,69,5,No,64,0,Medium,High
Female,83,17,Medium,No,9,80,2,No,67,4,Medium,High
Female,85,17,Low,No,7,94,3,No,69,4,High,Medium
Female,80,18,Low,Yes,6,65,2,No,65,2,Medium,High
Female,93,6,Medium,No,7,52,2,No,64,0,High,Medium
Female,94,11,Low,Yes,8,66,4,No,65,1,High,Low
Male,85,28,High,Yes,7,98,1,Yes,72,2,Medium,High
Female,61,30,High,Yes,8,90,2,No,66,2,Medium,High
Female,88,19,Low,No,7,59,3,No,66,2,Medium,Medium
Male,77,23,High,Yes,7,51,3,No,67,1,Medium,Low
Male,83,22,Medium,Yes,8,83,3,Yes,69,1,High,Medium
Male,86,38,High,Yes,7,79,3,No,73,3,Low,Medium
Female,74,27,High,No,6,54,3,No,69,3,Medium,Medium
Male,97,19,Low,No,8,98,4,Yes,68,1,Medium,Medium
Female,65,14,Medium,Yes,7,81,3,No,61,1,Medium,Medium
Male,87,10,Low,Yes,6,83,4,No,63,0,Medium,Medium
Female,60,21,High,Yes,8,93,2,No,63,0,Low,Medium
Male,97,15,Medium,Yes,9,67,2,No,68,1,Medium,High
Female,65,11,High,No,7,78,3,No,63,2,Medium,Medium
Female,64,16,Medium,Yes,7,79,4,Yes,66,3,Medium,Medium
Female,73,14,Medium,Yes,5,98,4,No,65,2,Medium,Medium
Female,75,30,High,No,7,57,1,Yes,68,0,High,Medium
Female,69,25,Medium,Yes,7,88,4,No,66,0,High,Medium
Male,83,20,Low,No,7,79,5,No,66,2,Low,Medium
Male,78,29,Medium,No,6,92,4,No,70,2,Medium,Medium
Female,61,20,Low,Yes,8,92,2,No,61,0,Medium,Medium
Male,73,15,Low,Yes,7,51,3,No,61,2,Medium,High
Male,92,29,Medium,Yes,10,63,4,No,71,1,High,High
Male,88,23,Medium,Yes,7,59,2,No,67,1,Medium,Medium
Male,89,14,High,Yes,4,73,3,No,70,2,Medium,High
Male,88,19,Medium,No,5,95,4,No,69,2,Medium,Medium
Female,72,15,High,No,8,50,4,No,65,2,Medium,Medium
Male,64,12,Low,Yes,6,74,2,No,61,0,High,Medium
Male,71,26,Low,No,6,94,4,No,68,3,Low,Medium
Male,93,31,Low,Yes,5,96,2,No,74,2,Medium,Medium
Female,99,12,Medium,No,6,83,3,No,67,1,Low,Medium
Female,80,23,Medium,Yes,7,91,1,No,70,5,Low,Medium
Female,60,16,Medium,Yes,8,66,2,Yes,59,1,Low,High
Male,66,17,High,No,5,64,2,No,64,0,Low,High
Female,73,16,Medium,Yes,8,52,4,No,66,2,Medium,High
Female,83,15,Low,Yes,5,75,3,No,63,1,Medium,Medium
Female,63,20,Low,Yes,8,73,3,No,61,0,Low,Medium
Female,98,15,High,Yes,8,69,4,No,68,2,Low,Medium
Male,75,22,Medium,No,6,56,3,No,65,3,Low,Medium
Male,97,20,High,No,5,62,4,No,69,1,Medium,Medium
Male,91,19,Low,Yes,8,60,4,No,68,2,Medium,Medium
Male,90,15,Low,Yes,6,97,2,No,69,2,Low,High
Female,84,17,Low,Yes,7,98,2,No,67,1,High,High
Female,85,25,High,No,8,50,1,No,70,1,High,Medium
Female,86,23,Medium,Yes,8,59,3,No,68,1,Low,Medium
Male,85,14,Medium,No,6,94,4,No,67,0,Low,Medium
Male,82,21,Medium,No,7,52,3,No,67,4,Medium,Medium
Male,99,25,Medium,Yes,6,97,3,No,75,0,High,Medium
Male,89,10,Low,Yes,8,69,4,No,63,3,Low,Medium
Male,91,23,Medium,No,9,77,5,No,70,1,High,Medium
Female,95,16,Low,Yes,6,88,4,No,70,2,Low,High
Male,69,23,High,Yes,7,62,4,Yes,64,1,Medium,Medium
Female,63,15,Low,No,8,55,3,No,59,0,Low,Low
Male,79,9,Low,No,7,90,3,No,63,1,High,Low
Female,81,10,Medium,Yes,8,99,4,No,67,2,Medium,Medium
Male,93,20,High,Yes,7,83,2,Yes,68,0,Medium,Medium
Male,78,22,Medium,Yes,5,91,3,No,68,0,Low,High
Female,83,15,Medium,No,7,97,2,No,97,2,Medium,High
Female,81,24,Low,No,9,61,4,No,66,1,Medium,Low
Male,62,10,Low,No,7,68,3,No,61,3,High,Medium
Male,85,20,Medium,No,9,61,3,No,70,2,High,Medium
Male,93,13,Low,Yes,4,53,1,No,65,1,High,Low
Female,66,16,Medium,Yes,8,87,2,No,64,3,High,Medium
Female,84,20,High,Yes,6,57,4,No,69,2,High,Medium
Male,84,15,High,No,6,55,2,No,64,1,Low,Medium
Male,67,18,Low,Yes,9,68,2,No,61,2,Low,High
Female,65,26,Medium,No,7,53,2,No,64,3,Low,Medium
Male,99,17,High,No,6,59,3,No,68,0,Medium,Medium
Female,76,25,High,No,8,53,3,Yes,67,1,High,High
Male,69,13,Low,No,4,94,3,Yes,62,3,Medium,Low
Female,67,23,Medium,Yes,9,89,2,No,66,2,Medium,High
Male,87,29,High,Yes,10,93,4,No,72,1,High,Medium
Male,84,5,Medium,Yes,8,93,3,No,68,4,High,High
Male,86,15,High,Yes,8,97,3,No,71,4,Medium,Medium
Female,64,23,Medium,Yes,7,59,2,No,65,3,High,Medium
Female,96,19,Low,Yes,5,95,3,No,68,2,Low,Low
Female,76,22,Low,No,9,76,5,No,65,2,Medium,High
Female,73,16,Low,Yes,8,58,4,No,64,1,Medium,Medium
Male,78,21,Low,No,8,83,4,Yes,65,2,Medium,Medium
Male,76,19,High,Yes,8,66,4,Yes,65,0,Low,High
Female,95,27,Medium,No,7,52,3,No,73,3,High,High
Male,97,22,High,Yes,6,54,3,No,72,1,Medium,High
Male,72,22,Medium,Yes,10,71,1,No,64,1,Medium,Medium
Male,95,18,Medium,Yes,7,91,4,Yes,69,0,Low,Medium
Male,91,17,Medium,No,6,66,3,No,69,1,High,Medium
Male,97,17,High,Yes,9,88,2,No,70,0,Medium,Medium
Female,70,22,Medium,No,7,53,3,No,83,1,Low,Medium
Female,83,17,Medium,No,7,70,5,No,68,3,Low,Medium
Female,71,22,High,Yes,9,56,3,Yes,84,1,High,High
Female,93,32,Medium,Yes,8,93,3,No,75,1,High,High
Female,60,25,High,No,8,98,5,No,67,1,Medium,Medium
Male,83,18,High,Yes,5,66,4,No,69,0,Medium,Medium
Male,74,27,Medium,No,8,99,4,No,71,3,High,Medium
Female,73,18,Low,Yes,5,88,5,No,66,1,Medium,Medium
Male,86,8,High,No,6,50,2,No,65,1,High,Medium
Male,94,14,Medium,No,7,74,5,No,70,1,Medium,Medium
Male,84,9,Low,No,7,92,4,No,66,1,High,High
Male,94,18,Medium,Yes,8,77,4,No,74,3,Medium,High
Male,71,20,Medium,No,8,77,4,No,66,0,Medium,Medium
Male,81,30,High,No,8,72,2,No,68,0,Low,Medium
Male,78,22,High,Yes,5,70,1,No,68,2,Medium,Medium
Female,60,19,High,No,10,51,3,Yes,62,0,Medium,Medium
Male,82,25,High,Yes,7,81,2,No,71,2,Medium,Medium
Female,86,7,Low,No,9,88,2,No,63,2,Medium,Medium
Male,84,21,High,No,4,90,3,No,69,2,Medium,Low
Male,89,25,Medium,Yes,7,81,0,No,71,3,High,Medium
Male,83,11,Low,Yes,5,67,2,No,66,1,Medium,Medium
Male,63,27,High,No,6,51,2,No,64,0,Low,Medium
Female,65,22,Medium,Yes,7,95,2,No,65,3,Low,Medium
Female,84,18,High,No,6,71,2,No,69,4,Medium,Low
Female,71,24,Low,No,9,80,3,No,66,2,Medium,High
Female,63,34,High,Yes,10,60,4,No,67,1,Low,Medium
Male,77,21,Low,Yes,6,57,5,No,65,4,Medium,Medium
Male,82,21,Low,Yes,6,54,2,No,65,3,High,Medium
Male,73,17,Medium,No,5,90,4,No,67,1,High,Medium
Male,89,15,Medium,Yes,9,82,3,No,66,1,Low,Medium
Male,86,25,Medium,Yes,7,81,1,No,69,1,Low,Low
Male,73,15,High,No,7,96,2,No,64,1,Low,Medium
Male,90,20,Medium,Yes,7,58,4,No,70,1,High,High
Male,86,17,Medium,Yes,7,59,3,No,68,3,Low,Medium
Male,85,23,Low,Yes,6,59,1,No,68,1,Low,Medium
Female,82,22,Medium,Yes,7,71,3,No,69,1,Low,Medium
Female,60,26,Medium,Yes,7,94,2,No,68,3,High,Medium
Female,88,17,Medium,Yes,8,94,2,Yes,70,5,Medium,Medium
Female,75,18,Medium,Yes,5,80,3,No,67,2,Medium,High
Male,98,14,High,Yes,7,83,3,No,72,3,Medium,Medium
Male,93,17,Low,No,6,95,4,No,69,1,Medium,Medium
Male,84,22,Medium,No,7,81,3,No,69,1,Medium,Low
Female,70,25,Medium,Yes,8,61,4,No,64,3,Low,Medium
Female,68,14,Medium,Yes,6,85,3,No,63,2,Medium,Medium
Male,74,25,High,Yes,9,88,3,Yes,70,3,Medium,High
Male,79,28,Medium,Yes,4,82,3,No,70,0,Medium,Medium
Female,72,22,Medium,Yes,9,64,2,No,66,1,Low,Medium
Female,81,31,Medium,No,9,70,4,No,70,1,Low,Medium
Female,67,15,High,Yes,6,74,2,No,66,0,High,Medium
Male,99,13,Medium,Yes,6,57,5,No,68,1,Medium,Medium
Male,64,9,Medium,No,5,73,4,No,61,1,Medium,Medium
Female,97,29,Medium,No,8,58,4,No,72,1,Medium,Medium
Female,97,24,Low,No,7,75,2,No,69,1,Low,Medium
Female,81,20,Low,Yes,6,53,4,No,63,0,Low,Low
Male,89,22,High,Yes,5,97,5,No,72,2,Medium,Medium
Male,77,13,Medium,Yes,10,62,4,No,65,1,Medium,Medium
Female,85,35,High,Yes,6,73,5,No,74,1,High,Medium
Male,74,21,Low,Yes,7,52,4,No,62,1,Low,Medium
Male,72,21,Medium,No,7,60,4,No,65,0,Low,Medium
Female,83,24,High,No,6,85,4,No,68,1,Low,High
Male,80,23,Low,Yes,6,56,2,Yes,66,3,Medium,Medium
Male,83,21,Medium,Yes,6,81,4,No,71,3,Low,Medium
Female,71,15,High,No,8,50,2,Yes,62,1,Low,Medium
Female,75,23,High,Yes,6,73,2,No,65,1,Low,Medium
Male,63,31,High,No,9,86,3,No,68,0,Low,Medium
Male,62,28,High,No,6,96,3,No,70,4,Medium,High
Female,70,30,Medium,No,8,75,2,No,67,1,Medium,Medium
Female,63,17,Medium,No,4,92,4,No,63,2,Medium,Medium
Female,64,14,High,Yes,6,90,2,No,63,0,Low,High
Male,93,19,High,No,6,65,3,No,69,0,Medium,High
Male,62,20,Medium,Yes,5,94,3,No,66,3,High,Medium
Female,86,27,Medium,Yes,7,82,3,No,70,2,Low,Medium
Female,71,10,Medium,Yes,7,55,3,No,63,2,High,High
Female,95,29,Medium,Yes,4,97,4,Yes,72,0,Medium,Medium
Male,79,19,Medium,Yes,10,59,3,Yes,65,1,Low,Medium
Male,72,17,High,Yes,7,74,4,No,67,2,Low,Medium
Male,81,14,Medium,Yes,7,73,3,Yes,63,1,Low,Medium
Female,75,10,Medium,No,9,81,5,No,65,3,Medium,High
Female,83,25,Medium,Yes,8,83,1,Yes,67,2,Medium,Medium
Male,65,20,Low,Yes,7,62,0,Yes,80,0,High,Medium
Male,100,12,Medium,Yes,4,68,3,No,68,2,Medium,Medium
Male,77,12,Medium,Yes,8,57,2,No,63,2,Medium,High
Male,74,18,Medium,No,6,56,3,No,64,1,Medium,Medium
Female,88,30,Medium,No,9,91,3,No,73,3,Medium,Low
Female,75,18,Medium,Yes,6,88,1,Yes,66,2,Low,High
Male,93,11,Medium,Yes,6,72,3,No,66,2,Low,Medium
Male,78,19,High,No,5,55,4,No,66,0,Medium,Medium
Female,89,18,High,Yes,5,72,2,No,69,4,Low,Low
Male,64,4,High,Yes,7,65,4,No,59,1,Medium,High
Male,94,20,Medium,No,7,89,1,No,68,0,Medium,Medium
Female,89,19,Medium,No,6,55,3,No,67,1,Medium,Medium
Female,68,24,Medium,Yes,10,73,4,Yes,64,1,Low,Medium
Female,66,31,High,Yes,8,80,4,No,65,0,Low,Low
Male,73,27,Medium,No,7,99,4,No,68,1,Low,Medium
Male,99,18,High,Yes,4,54,3,No,70,0,Low,Medium
Male,70,13,Medium,No,8,56,0,No,62,2,Medium,High
Male,78,35,Low,Yes,10,99,2,No,72,1,Medium,Medium
Female,61,20,Low,Yes,7,70,4,No,62,1,Low,Medium
Male,76,20,High,Yes,6,87,4,No,68,1,Low,Medium
Female,83,20,Medium,No,7,89,4,No,69,3,Medium,High
Male,98,21,Medium,No,5,66,5,No,73,3,Low,High
Male,81,19,High,No,8,61,5,No,69,3,Low,Medium
Female,93,17,Medium,Yes,9,64,3,No,67,1,Medium,Medium
Male,82,17,Low,No,6,88,3,No,65,2,Low,Low
Male,62,20,Low,No,6,92,3,No,63,2,High,Medium
Male,73,17,Medium,Yes,7,85,2,No,66,2,Medium,Medium
Male,83,16,Medium,No,6,72,2,No,66,1,Medium,High
Male,98,21,High,No,5,63,2,No,70,0,Low,High
Male,94,18,Medium,No,6,71,3,No,69,2,Low,Medium
Female,69,29,High,No,6,96,4,No,70,1,Low,Medium
Female,69,4,Low,No,9,93,3,No,58,2,Low,High
Male,68,27,Medium,No,9,66,3,No,67,3,Medium,Medium
Male,97,27,High,Yes,9,66,3,No,73,1,Low,Medium
Female,94,8,Low,No,8,89,2,No,66,0,High,Medium
Male,91,18,High,Yes,7,71,3,No,70,0,High,Medium
Female,76,18,High,No,6,79,2,No,67,1,Medium,Medium
Female,80,12,Low,No,9,71,3,Yes,60,1,High,Low
Male,79,15,Medium,No,8,62,3,No,65,1,Low,Low
Female,70,13,Medium,No,5,59,2,No,63,0,Medium,High
Female,80,31,High,Yes,6,57,3,No,72,1,Low,High
Female,61,26,Medium,Yes,5,51,5,No,62,0,High,Medium
Male,65,28,Medium,Yes,4,64,3,No,70,6,Medium,High
Male,95,24,Low,Yes,8,59,1,No,70,2,Medium,High
Female,90,13,Medium,No,5,63,4,No,64,0,Medium,Medium
Male,77,17,Medium,Yes,6,54,4,No,64,3,Low,Medium
Female,81,23,Low,Yes,7,67,5,No,67,0,Medium,High
Male,75,13,High,Yes,7,76,1,No,64,1,High,High
Male,90,24,Medium,Yes,6,97,4,No,72,1,Low,High
Female,91,19,Low,No,9,67,3,No,66,0,Medium,Medium
Female,91,18,Medium,No,5,52,4,No,66,2,Medium,Medium
Female,89,24,High,Yes,5,68,2,No,71,0,Medium,High
Female,68,23,Low,No,8,91,5,No,66,5,Medium,Medium
Male,74,18,Low,Yes,6,67,2,No,64,2,High,High
Male,79,27,Low,No,6,65,2,No,66,0,Low,Medium
Female,73,14,Low,Yes,5,96,3,No,62,1,Low,Medium
Male,90,24,Medium,No,8,65,4,No,70,4,Medium,Medium
Female,73,24,Medium,Yes,7,99,3,No,69,3,Medium,High
Male,66,18,Medium,No,7,92,4,No,65,2,Medium,Medium
Male,76,22,Medium,Yes,6,84,3,No,70,2,High,High
Male,99,12,High,Yes,6,80,3,No,70,0,Medium,Medium
Male,69,26,Medium,Yes,7,61,2,No,67,1,Medium,High
Female,84,19,High,Yes,8,87,3,No,69,2,Low,High
Female,77,17,Medium,No,9,67,5,Yes,62,0,Low,High
Female,63,26,High,Yes,9,74,4,No,67,1,Medium,Medium
Male,80,16,Medium,No,8,55,6,No,65,0,High,Medium
Male,88,12,Medium,No,8,65,4,No,65,0,Medium,Medium
Male,81,11,High,Yes,5,76,3,No,65,1,Medium,Medium
Male,95,24,Low,Yes,6,73,2,No,69,3,Medium,Medium
Male,72,12,Medium,No,8,67,4,No,63,4,Low,Medium
Male,63,31,High,Yes,7,74,2,No,66,3,Low,Medium
Male,97,8,High,Yes,8,87,2,Yes,67,0,Medium,Medium
Male,75,30,Medium,No,8,73,3,No,69,1,High,Medium
Male,83,21,Medium,Yes,8,75,2,No,67,1,High,High
Male,92,19,Medium,Yes,5,85,4,No,70,1,Medium,High
Male,73,17,High,Yes,7,92,2,No,67,2,Medium,Medium
Male,89,22,Medium,No,6,76,4,No,70,2,Medium,Medium
Female,65,20,High,Yes,6,97,3,No,65,0,Medium,Low
Male,72,27,Low,No,4,68,3,Yes,63,0,Medium,High
Female,66,21,Medium,Yes,7,63,3,No,64,0,Medium,Medium
Male,92,21,Medium,Yes,4,85,3,No,69,1,Low,Medium
Female,69,18,Medium,No,8,59,4,No,60,1,Low,Medium
Male,89,20,Medium,Yes,9,95,3,No,69,3,Medium,Medium
Female,98,22,Low,Yes,8,69,2,No,72,4,Medium,Medium
Male,81,10,Low,Yes,7,85,2,No,63,1,Low,Medium
Female,82,12,Medium,No,9,79,2,No,63,0,High,Medium
Male,78,24,Low,Yes,7,53,4,Yes,66,0,High,Medium
Male,73,21,Medium,No,6,85,5,No,70,6,Medium,High
Female,79,19,High,Yes,7,90,4,No,68,1,Medium,Medium
Male,84,20,Medium,Yes,10,99,3,No,69,2,Low,Medium
Female,99,22,Medium,Yes,5,71,4,No,72,0,High,High
Male,98,17,High,No,5,75,3,Yes,67,1,Low,Low
Male,94,15,Medium,No,8,94,4,No,68,1,Low,Medium
Female,96,21,High,No,7,63,2,No,70,1,Medium,Medium
Male,79,14,Medium,Yes,6,59,3,No,68,5,Medium,High
Male,86,22,Medium,Yes,5,57,3,No,69,2,High,Medium
Female,96,10,Medium,No,4,99,5,No,68,1,Medium,Medium
Female,76,26,Medium,No,5,64,5,No,66,0,Low,Medium
Female,98,23,Medium,No,9,88,4,No,72,1,High,Medium
Male,77,22,Medium,Yes,7,72,3,No,67,2,Medium,High
Male,84,26,High,No,4,62,2,No,70,3,Medium,High
Male,88,30,Medium,Yes,9,96,3,Yes,73,1,Medium,High
Male,98,26,Low,Yes,9,73,6,No,73,1,High,Low
Female,70,9,Medium,No,9,78,2,No,60,1,Low,Low
Male,90,12,High,No,6,61,3,No,67,2,Low,High
Male,81,16,Medium,Yes,7,66,4,No,69,3,Medium,High
Male,71,20,Low,No,7,87,5,No,65,1,High,Medium
Female,91,23,High,Yes,9,67,4,No,70,2,Low,Medium
Female,82,16,High,Yes,6,75,3,No,68,3,Low,Medium
Female,86,21,Low,No,6,56,2,No,66,1,Medium,High
Male,73,15,High,Yes,8,93,4,No,65,1,Medium,High
Female,79,16,Medium,Yes,9,87,2,No,64,1,Medium,Medium
Female,85,12,High,Yes,7,88,0,No,67,1,High,Medium
Male,76,14,Medium,Yes,8,59,5,No,65,3,Low,Medium
Male,68,12,High,Yes,7,75,4,No,64,1,Medium,Low
Male,98,14,High,No,7,51,1,Yes,67,0,Medium,Low
Male,80,26,Low,Yes,6,66,4,No,70,2,Medium,Medium
Female,89,14,Low,Yes,5,67,3,No,63,3,Low,Low
Male,76,36,Medium,No,6,96,2,No,71,1,Medium,Medium
Male,74,23,Low,No,6,100,3,No,68,2,Low,Low
Female,76,21,Medium,No,7,81,2,No,67,0,Medium,High
Female,76,15,High,Yes,9,76,2,No,67,1,Medium,High
Female,82,24,Medium,Yes,7,72,2,No,68,0,Medium,High
Male,82,17,Medium,No,6,51,3,No,66,1,Medium,Medium
Male,80,21,Medium,Yes,8,90,4,No,68,0,Medium,Medium
Male,65,35,Medium,Yes,7,84,2,No,70,0,High,Medium
Male,80,19,Low,No,8,82,3,No,67,5,Medium,Low
Male,67,27,Medium,Yes,6,90,3,No,67,2,Medium,High
Male,65,16,High,No,9,96,2,No,62,2,Low,Medium
Male,97,20,High,No,9,69,3,Yes,67,0,Low,Low
Male,84,31,High,No,7,71,4,No,70,4,Low,Medium
Male,86,16,High,No,8,99,4,No,72,4,Medium,High
Female,76,31,Medium,Yes,9,83,3,No,70,2,Medium,Medium
Female,96,24,High,No,6,93,2,No,94,2,Medium,Medium
Male,86,17,Medium,No,7,61,3,No,66,2,Medium,Medium
Male,91,24,Low,Yes,7,66,3,No,69,2,High,High
Male,75,26,Medium,No,5,70,2,No,68,0,Low,Low
Male,98,24,Low,No,8,66,1,No,71,2,High,Medium
Male,93,11,Medium,No,9,94,4,No,69,4,Medium,High
Female,94,16,Medium,No,7,76,3,Yes,67,2,Low,Medium
Female,67,19,Medium,Yes,8,98,2,No,64,2,Medium,Medium
Female,71,20,Medium,Yes,9,66,5,Yes,63,1,Medium,Low
Female,71,24,High,Yes,6,52,3,No,66,2,Medium,Medium
Female,71,21,Medium,Yes,8,57,1,No,66,2,Low,Medium
Male,94,12,High,Yes,6,61,4,No,69,3,Medium,High
Female,61,22,Low,Yes,6,82,4,No,64,4,Low,Medium
Male,63,24,Medium,No,8,59,3,Yes,62,1,Low,Medium
Female,71,23,Medium,Yes,7,69,5,Yes,66,3,High,Medium
Male,68,26,High,Yes,8,90,3,No,70,4,Medium,High
Male,69,25,Medium,Yes,7,56,4,No,67,2,Medium,Medium
Female,92,23,Medium,No,8,54,1,No,68,0,Medium,Low
Male,83,20,Low,No,9,77,3,Yes,67,0,High,Medium
Male,60,10,Medium,No,9,85,4,No,62,0,Medium,High
Male,77,23,Medium,Yes,8,96,1,Yes,67,1,Medium,Medium
Male,76,21,High,Yes,8,83,5,No,68,0,Medium,Medium
Female,65,22,Medium,No,7,97,4,No,64,2,Low,High
Female,87,12,Low,Yes,7,62,4,No,64,2,Medium,Medium
Male,88,14,Medium,No,8,67,3,No,66,2,Medium,Low
Male,89,26,Low,Yes,7,92,2,No,72,2,Medium,High
Female,89,20,High,Yes,8,91,3,No,72,2,Medium,Medium
Male,60,24,High,Yes,9,83,3,Yes,66,2,High,Low
Male,98,20,Medium,No,7,75,1,No,72,4,High,Medium
Male,93,20,Medium,Yes,4,51,3,No,69,1,Low,Medium
Female,96,26,High,Yes,10,64,3,Yes,72,2,Low,Medium
Male,61,17,Low,Yes,6,58,4,No,60,1,Medium,High
Male,97,21,Medium,Yes,7,53,2,No,69,0,Medium,Medium
Male,92,17,High,No,8,89,3,Yes,68,0,Medium,Low
Male,93,17,Medium,Yes,9,57,2,No,69,3,High,High
Male,64,18,Low,Yes,10,68,5,No,62,1,Low,Medium
Male,90,21,Medium,Yes,6,99,2,No,71,2,Low,High
Male,98,17,High,Yes,9,70,2,No,70,1,Low,Medium
Male,87,28,Low,Yes,7,57,4,No,68,2,Medium,High
Male,83,15,Medium,Yes,10,84,2,No,68,1,Medium,High
Female,98,19,High,No,9,90,2,No,70,1,Low,Medium
Female,78,17,High,No,7,64,3,No,65,0,Medium,Medium
Male,84,29,Medium,Yes,6,90,3,No,73,0,Medium,High
Male,79,21,Medium,No,4,64,4,No,66,0,Low,High
Male,97,26,Medium,No,8,85,3,No,71,2,Low,Low
Female,63,11,Medium,Yes,9,56,3,No,62,2,High,Medium
Female,80,22,Medium,Yes,8,71,3,No,68,2,High,Medium
Male,87,25,High,No,4,76,4,No,70,1,Low,High
Female,92,20,Low,No,5,86,2,No,68,0,Low,Medium
Female,83,26,Low,Yes,8,83,2,No,71,2,Medium,High
Female,96,17,Medium,Yes,10,93,4,No,70,2,Medium,Low
Male,98,28,Medium,Yes,7,59,3,No,72,1,Medium,Medium
Male,63,34,High,Yes,9,83,2,No,69,2,Medium,High
Male,76,18,High,No,5,56,2,No,63,1,Medium,Low
Female,61,17,Medium,No,7,74,2,No,62,0,High,Medium
Female,73,29,Medium,No,7,76,3,No,68,2,Medium,High
Male,81,29,Medium,Yes,9,51,5,No,70,2,Low,Medium
Male,96,17,Medium,Yes,6,54,4,No,69,1,Medium,Medium
Male,94,17,Medium,No,10,92,2,No,68,2,Low,Medium
Male,65,18,Medium,Yes,7,64,1,No,65,2,Medium,Medium
Male,64,12,Low,No,5,67,2,Yes,59,3,Medium,Medium
Male,84,14,Medium,No,5,82,3,No,66,3,Medium,Medium
Male,81,14,Medium,No,6,61,4,No,64,0,Low,Medium
Female,71,15,Medium,No,8,60,4,No,63,5,High,High
Male,96,20,Medium,No,6,71,3,No,72,5,Medium,High
Male,97,21,High,Yes,6,53,3,Yes,67,0,Low,Medium
Male,76,29,Medium,No,8,96,2,No,94,2,Low,Medium
Female,96,14,High,Yes,4,97,3,No,70,2,Low,Medium
Male,75,26,Medium,No,6,72,3,No,66,0,Medium,High
Female,89,19,Medium,Yes,5,60,2,No,69,4,Low,Medium
Male,79,20,Low,Yes,6,74,2,No,64,2,Low,Medium
Female,65,24,Medium,No,7,55,3,Yes,63,1,Low,High
Female,97,13,High,No,7,70,4,No,71,1,Medium,High
Male,78,22,Medium,No,7,54,3,Yes,65,1,Medium,Medium
Female,89,21,Medium,Yes,9,85,5,No,68,1,Low,Medium
Male,75,23,Medium,No,7,64,3,Yes,64,1,High,Medium
Male,61,22,Low,Yes,10,76,2,No,64,1,High,High
Male,64,35,Medium,Yes,8,51,5,Yes,66,2,Medium,Medium
Male,80,16,Medium,No,6,76,4,No,68,1,Medium,High
Female,88,17,Medium,No,10,50,5,No,67,3,Medium,High
Female,73,16,High,Yes,7,96,3,No,66,1,Medium,Medium
Male,88,17,Medium,Yes,10,75,3,No,68,2,Medium,Medium
Male,88,16,Medium,No,7,55,3,No,66,3,Medium,Low
Male,88,27,Medium,No,7,67,4,No,71,3,Medium,Medium
Female,80,29,High,Yes,8,52,4,No,71,4,Medium,Medium
Male,97,17,High,No,7,77,4,No,68,0,Medium,Medium
